case_number,source,prompt,evaluation_seed
000000221666,coco-30k,A wooden bench sitting next to a bunch of flowers.,13254
000000549568,coco-30k,A light pole sitting next to the side of a road.,72843
000000249158,coco-30k,Unique blue sign hanging from a light post. ,52312
000000109873,coco-30k,A giraffe standing next to a brick building.,46790
000000429109,coco-30k,A street filled with buses and a white van.,19932
000000395497,coco-30k,A flock of birds flying over a beach next to the ocean.,43277
000000185903,coco-30k,A train traveling down the train tracks next to a train station.,20888
000000472557,coco-30k,Two giraffe standing next to each other near  brick building.,16983
000000153092,coco-30k,Two birds are standing in the water together.,48161
000000026017,coco-30k,A traffic light next to a very tall building near a street.,36268
000000128891,coco-30k,Two birds sitting a cage perched on top of a branch.,85148
000000550939,coco-30k,A green street sign sitting on top of a pole.,30886
000000302452,coco-30k,A giraffe drinking milk from a bottle behind a cage.,84877
000000181488,coco-30k,A room filled with wooden furniture and white walls.,31201
000000011122,coco-30k,A red stop sign behind a chain link fence.,72243
000000319607,coco-30k,A bent traffic light next to the side of a street.,26548
000000170000,coco-30k,A person in a hat is riding a horse.,34078
000000316648,coco-30k,A crowd of people standing under a give way sign.,67140
000000297267,coco-30k,A train traveling down train tracks next to a lush green hillside.,49756
000000038180,coco-30k,A white tanker truck driving down a street next to a bus.,624
000000419309,coco-30k,A flock of birds floating on top of a lake.,5376
000000195172,coco-30k,A giraffe walking across a tall dry grass field.,94452
000000510358,coco-30k,A white and blue bus parked on the side of a road.,71750
000000357930,coco-30k,A man cleaning up a mess on a street with a red fire hydrant.,92496
000000411215,coco-30k,A train traveling on a lush green hillside.,78504
000000399595,coco-30k,A tall building with a large neon side mounted on it's roof.,10445
000000404534,coco-30k,a fence some buildings and some different signs,60534
000000306893,coco-30k,A long train traveling down a city street with tall buildings.,83774
000000358342,coco-30k,A tall massive clock tower towering over a city.,79643
000000499615,coco-30k,A blue and yellow bus traveling down a street.,75920
000000418002,coco-30k,A yellow fire hydrant sitting in front of a building.,89912
000000079011,coco-30k,Three giraffe standing next to each other on a field.,48345
000000396543,coco-30k,A small dog wearing a pink and purple dress.,4259
000000300082,coco-30k,A small dog standing next to a person in blue jeans.,44192
000000156759,coco-30k,A group of people standing outside of a white store.,79637
000000284548,coco-30k,A red and black train traveling down train tracks.,94954
000000559837,coco-30k,A little girl sitting on the side of a fence.,27234
000000547630,coco-30k,A table that has a cup of coffee and a book set on it.,61306
000000406744,coco-30k,A couple of birds sitting on a grass covered field.,49401
000000158563,coco-30k,A man standing next to a yellow fire hydrant.,94397
000000035401,coco-30k,A parking lot filled with cars next to a large traffic light.,82878
000000281028,coco-30k,A train filled with lots of sets next to windows.,14612
000000084968,coco-30k,A blue sign sitting on the side of a road next to a tree.,25337
000000246270,coco-30k,A street filled with red buses next to tall buildings.,92921
000000484893,coco-30k,A couple of kids petting sheep inside of a corral,38163
000000366615,coco-30k,A dog wearing a witches costume standing on a grass field.,51847
000000099026,coco-30k,A herd of sheep standing next to each other on a lush green field.,62667
000000259858,coco-30k,A herd of sheep standing in a muddy pen with a chicken.,61412
000000534817,coco-30k,A young man standing next to a wall with a bird painted on it.,79315
000000158277,coco-30k,A bench sitting next to a green patch of grass.,23598
000000137993,coco-30k, bridge spanning over the width of a river next to a city.,99045
000000026323,coco-30k,A herd of giraffe walking across a grass covered field.,92179
000000203257,coco-30k,A group of three buses driving down a highway.,41860
000000366950,coco-30k,A herd of sheep standing next to each other on a field.,99528
000000579247,coco-30k,A street sign mounted to the side of a traffic light.,49775
000000295055,coco-30k,A sidewalk next to a brown brick building.,29973
000000204036,coco-30k,A yellow and blue bus parked at the end of a street.,93966
000000183004,coco-30k,Two giraffe standing next to each other in a field next to a tree.,33542
000000432317,coco-30k,A large group of police riding horses down a city street.,96275
000000429386,coco-30k,A green street sign next to peoples houses.,8632
000000059393,coco-30k,a couple of sheep walking across a grass covered field.,43017
000000335669,coco-30k,A green street sign mounted to a traffic light.,10790
000000337143,coco-30k,A herd of giraffe standing next to each other at a zoo.,69096
000000211785,coco-30k,A herd of sheep walking around in the snow.,34913
000000052871,coco-30k,A street sign sitting in the middle of a road.,62131
000000568554,coco-30k,A green bus driving down a street next to a traffic light.,41437
000000093620,coco-30k,A group of women and children walking across a street.,72644
000000529083,coco-30k,A couple of red buses traveling over a bridge spanning a rivers width.,28257
000000076261,coco-30k,Two birds flying in a gray sky next to a mountain.,29221
000000052627,coco-30k,A person standing on top of a yellow fire hydrant.,53684
000000284535,coco-30k,A bird with a fish in its hand on a beach.,37712
000000513968,coco-30k,A group of sheep in a field with a fence in the background.,2483
000000554767,coco-30k,"A red, white an blue train next to a train station loading area.",12219
000000303197,coco-30k,a red fire hydrant in the middle of a green field.,64058
000000578776,coco-30k,A large herd of sheep crossing over a dirt roadway.,86531
000000373284,coco-30k,A street filled with advertising signs hanging from the sides buildings.,18065
000000007149,coco-30k,A woman washing a lam with a hose.,73118
000000310052,coco-30k,A couple of trains driving past each other near a platform.,42274
000000536366,coco-30k,A red stop sign sitting under a green street sign.,47757
000000443038,coco-30k,"A red, black and silver locomotive sitting on a railroad track.",51343
000000049115,coco-30k,A giraffe standing next to a pile of stones.,96554
000000136941,coco-30k,a group of cows standing on the side of a road.,92813
000000059660,coco-30k,A busy street covered in various traffic signs and advertisements.,7321
000000017328,coco-30k,A red train on tracks next to a building.,87244
000000012230,coco-30k,A car and a van parked side by side.,87511
000000092081,coco-30k,The bike appears to be chained to the railing.,61038
000000538243,coco-30k,two giraffes standing on a dirt  platform in a stone enclosure.,69741
000000206290,coco-30k,A street light and other road signs. ,44724
000000272857,coco-30k,A street sign that reads Bush on the side of a pole.,11205
000000125829,coco-30k,A blue bike parked next to a red fire hydrant.,48
000000044642,coco-30k,A tall giraffe standing next to a fence under a tree.,28844
000000155736,coco-30k,A yellow white and green train traveling down train tracks.,78993
000000296996,coco-30k,An airport runway filled with airplanes under a blue sky.,75450
000000430875,coco-30k,A green traffic light suspended above a street.,50392
000000148395,coco-30k,A green truck parked in the middle of a garage.,94186
000000148458,coco-30k,A white and orange cat sitting on top of a sidewalk.,58689
000000509028,coco-30k,A group of people standing around a green train car.,78648
000000240775,coco-30k,A yellow double decker bus driving down a street,26623
000000215524,coco-30k,A red pedestrian crossing signal with a red hand.,59840
000000043286,coco-30k,An orange train traveling past tall buildings and a crowd of people..,61891
000000483742,coco-30k,A couple of sheep standing on a lush green field.,65673
000000117792,coco-30k,A red fire hydrant in front of a window with large windows.,87127
000000509008,coco-30k,a lime and green bus parked on a grass field parking lot.,84106
000000077405,coco-30k,an orange trolley traveling down a brick street.,31309
000000264454,coco-30k,an image of a tourbus stopping on a route,27469
000000321516,coco-30k,A bus driving down a street in front of a motorcycle.,95411
000000320078,coco-30k,A cat laying on to of a white and red chair.,29432
000000161161,coco-30k,A yellow train traveling down tracks next to a green field.,4525
000000486991,coco-30k,A train traveling through rural green country side.,34710
000000219873,coco-30k,A train traveling very close to houses next to a street.,18275
000000352481,coco-30k,A bus stopped in front of a tall red building.,21442
000000033753,coco-30k,A wooden park bench with a remote control on top of it.,48381
000000081264,coco-30k,A black and white train passing over a body of water.,76085
000000542079,coco-30k,A bus traveling down a road next to a bus stop.,60916
